model,assignment,cell_group,question_id,round,emotion,personality,passed,total,role,sentiment_negative
qwen2.5-32b-awq,shared54,worst,3265,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3265,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3269,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3298,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3298,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3298,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3312,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3312,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3312,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3324,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3324,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3329,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3329,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3329,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3345,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3345,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3345,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3362,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3362,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3362,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3388,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3388,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3394,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3394,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3394,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3402,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3402,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3402,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3408,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3408,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3408,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3412,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3412,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3412,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3421,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3421,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3421,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3426,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3464,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3464,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3464,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3471,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3471,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3476,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3476,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3476,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3478,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3478,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3478,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3490,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3490,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3490,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3495,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3495,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3495,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3496,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3496,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3496,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3510,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3510,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3510,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3515,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3515,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3515,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3517,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3517,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3517,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3518,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3518,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3518,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3527,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3527,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3527,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3534,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3534,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3534,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3535,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3535,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3535,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3551,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3551,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3551,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3555,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3555,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3555,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3559,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3559,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3559,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3560,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3567,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3567,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3571,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3571,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3571,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3603,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3603,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3603,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3605,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3605,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3605,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3607,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3607,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3607,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3621,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3621,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3621,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3629,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3629,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3629,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3637,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3637,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3637,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3647,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3647,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3647,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3648,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3648,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3648,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3649,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3649,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3649,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3657,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3657,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3657,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3674,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3674,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3674,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3676,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3676,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3680,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3680,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3680,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3683,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3683,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3683,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3686,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3686,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3686,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3696,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3696,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3696,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3700,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3700,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3700,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3702,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3702,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3702,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3704,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3709,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3709,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3709,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3714,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3714,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3714,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3722,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3722,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3722,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3731,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3731,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3736,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3736,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3736,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3743,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3743,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3743,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3744,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3744,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3744,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3751,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3751,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3751,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3771,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,3771,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3771,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3785,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3785,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3785,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3786,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3786,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3786,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3793,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3793,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,3793,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc301_e,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc302_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc302_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc302_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_a,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc303_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_d,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc303_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc304_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc304_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc304_a,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc307_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc307_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc307_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_c,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc309_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_d,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_e,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc309_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc309_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_f,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc310_f,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc310_f,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc311_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc311_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_f,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_f,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc312_f,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc313_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc313_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc313_a,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc315_d,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc318_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc318_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc318_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc318_d,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc318_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc319_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc319_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc319_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc320_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc320_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc320_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc321_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc321_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc321_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc321_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc321_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc322_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc322_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc322_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc324_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc324_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc324_b,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc324_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc324_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc325_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc325_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc325_b,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc325_e,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc325_e,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc325_e,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc326_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc326_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc326_d,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc327_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc327_a,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc327_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc327_c,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc327_c,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc328_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc328_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc328_b,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc328_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc329_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc329_b,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc329_f,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc329_f,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc329_f,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc330_d,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc330_d,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc330_d,2,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc331_c,0,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc331_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc331_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc331_e,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc331_e,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc333_a,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc333_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc333_d,1,sadness,LLL,100,282,reviewer,1
qwen2.5-32b-awq,shared54,worst,abc333_d,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc335_c,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc335_c,1,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc335_c,2,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc337_b,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc337_d,0,sadness,LLL,100,282,reviewer,0
qwen2.5-32b-awq,shared54,worst,abc337_d,1,sadness,LLL,100,282,reviewer,0
